b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
743	185	149	35	1237	608	241	117	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms032	Shamela0023735-ara1.mARkdown.ms0709	1548	1637	337	هذا البحر------- ما بين القلزم وايلة م--------كان يعرف بتاران وهو اخبث م--ا في هذا البحر من الاماكن وذلك ان--ه دوارة ماء كالدردور في سفح جبل اذا وقعت الريح علي ذروته انقطعت الريح قسمين فتنزل علي------- شعبتين في هذا الجبل متقابلتين فتخرج الريح من كمي هاتين الشعبتين المتقابلتين فتثير البحر وتتبلد كل سفينة فيه تقع في تلك الدوارة باختلاف الريحين وت-تلف فلا يسلم المركب بالواحدة الا ما شاء الله واذا كان الجنوب ادنا مهب فلا سبيل الي سلوكه ومقدار هذه الصورة الصعبة والمكان القبيح نحو ستة اميال وهو الموضع الذي غرق فيه فرعون	------بحر القلزم ما بين --------ايلة والقلزم مكان يعرف بتاران وهو اخبث مكان في هذا البحر----------- وذاك ان به دوران ماء--------- في سفح جبل اذا وقعت الريح علي ذروته انقطعت الريح قسمين فتلقي المركب بين شعبتين في هذا الجبل متقابلتين فتخرج الريح من كليهما كل واحدة مقابلة للاخري فيثو-ر البحر علي--- كل سفينة---- تقع في ذلك الدوران باختلاف الريحين فتنقلب ولا تسلم ابدا--------------------------- واذا كان الجنوب ادني مهب فلا سبيل الي سلوكه -مقدار طوله---------------------------- نحو ستة اميال وهو الموضع الذي غرق فيه فرعون	519.5	32	709	300	300	3113868803832434507	-1138358511403345638	263	521	64.68330383300781	53	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
461	858	94	169	1357	1338	263	261	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms032	Shamela0023735-ara1.mARkdown.ms2558	1548	1532	362	حتي ينتهي الي القلز---------------م ثم يدور علي الجانب الاخر من------------ بح------------ر القلزم وهو وان كان بحرا ذا اودية ففيه جبال كثيرة قد علا الماء عليها وطرق السفن ب-ها معروفة ولن يهتدي فيها الا بربان يتخلل بالسفينة في اضعاف تلك الجبال ب-------النهار فاما بالليل فلا يسلك والماء به علي غاية الصفاء ف----تري تلك الجبال فيه وفي هذا البحر -ما بين القلزم وايلة مكان يعرف بتاران وهو اخبث ما في هذا البحر من الاماكن وذلك انه دوارة ماء كالدردور في سفح جبل اذا وقعت الريح علي ذروته انقطعت الريح قسمين فتنزل علي شعبتين في هذا الجبل متقابلتين فتخرج الريح من كمي هاتين الشعبتين المتقابلتين فتثير البحر وتتبلد كل سفينة فيه تقع في تلك الدوارة باختلاف الريحين وتتلف فلا يسلم المركب بالواحدة الا ما شاء الله واذا كان الجنوب ادنا مهب فلا سبيل الي سلوكه ومقدار هذه الصورة الصعبة والمكان القبيح نحو ستة اميال وهو الموضع الذي غرق فيه فرعون علي ما يذكره الرواة وبقرب تاران موضع يعرف ب--جبيلان يهيج ايضا وتتلاطم امواجه باليسير من الريح وهو موضع مخوف ايضا فلا يسلك	حتي ينتهي الي مخرجه من البحر الاعظم ثم الي سواحل البربر ثم الي ارض الزنج في بحر الجنوب وبحر القلزم مثل الوادي ----------------فيه جبال كثيرة قد علا الماء عليها وطرق السير منها معروفة لا- يهتدي فيها الا بربان يتخلل بالسفينة في اضعاف تلك الجبال في ضياء النهار واما بالليل فلا يسلك و-------------------لصفاء ماءه تري تلك الجبال في--------- البحر وما بين القلزم وايلة مكان يعرف بتاران وهو اخبث مكا--------------------------------------------------------------------------------------------------------------------------ن في هذا-------------------------------------------------------------------- البحر وقد وصفناه في موضعه-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- وبقرب تاران موضع يعرف بالجبيلات يهيج -----وتتلاطم امواجه باليسير من الريح وهو موضع مخوف ايضا فلا يسلك	559.0	32	2558	300	300	3113868803832434507	5296179291170606560	289	950	38.105262756347656	56	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
282	119	57	24	521	382	106	78	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms032	Shamela0023735-ara1.mARkdown.ms2558	1548	1532	210	ما كان عليه-------- من القلزم الي ان يحاذي بطن اليمن فانه يسمي بحر القلزم ومقداره نحو ثل-ثين مرحلة طولا وعرضه اوسع ما يكون عبره ثل-----ث ليال ثم لا يزال يضيق حتي يري في بعض جنباته الجانب الاخر ح-----تي ينتهي الي القلزم ثم ي----------دور علي الجانب الاخر من بحر القلزم	ما كان من بحر الهند من القلزم الي ما يحاذي بطن اليمن فانه يسمي بحر القلزم ومقداره نحو ثلاثين مرحلة طولا و-----اوسع ما يكون عرضا عبر ثلاث ليال ثم لا يزال يضيق حتي يري في بعض جوانبه الجانب المحاذي له حتي ينتهي الي القلزم وهي مدينة ثم تدور علي الجانب الاخر من بحر القلزم	370.0	32	2558	300	300	3113868803832434507	5296179291170606560	164	268	78.35820770263672	38	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
659	584	129	111	844	753	164	143	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms034	Shamela0023735-ara1.mARkdown.ms0371	1568	1558	134	هذه مدينة صغيرة عامرة بها زرع يسير وهي مدينة لليهود الذين حرمت ----عليهم صيود---------- السبت وجعل منهم ال---قردة والخنازير علي ما يذكر اهل الرواية وبها في ايدي يهودها عهد لرسول الله صلي الله عليه وسلم	----مدينة صغيرة عامرة بها زرع يسير وهي مدينة لليهود الذين حرم الله عليهم صي-د السمك يوم السبت فخالفوا فمسخوا قردة و--خنازير------------------------ وبها في يد اليهود-- عهد لرسول الله صلي الله عليه وسلم	218.5	34	371	300	300	6483475799920701057	-6975200777367078672	109	202	66.33663177490234	20	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
357	1	70	0	663	265	130	52	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms034	Shamela0023735-ara1.mARkdown.ms2559	1568	1576	234	وهي تامة العمارة -بها فرضة مصر والشام ومنها تحمل حمولات -----الشام ومصر الي الحجاز واليمن وسواحل هذا البحر وبينها وبين مصر مرحلتان ثم تنتهي الي شط البحر----------- فلا تكون بها قرية ولا مدينة سوي مواضع بها ناس مقيمون علي صيد من هذا البحر وشء من النخيل يسير حتي تنتهي الي تاران وجبيلان وما حاذي جبل الطور الي ايلة وايلة هذه	وهي تامة العمارة وبها فرضة مصر والشام ومنها تحمل حمولات مصر والشام ا-----لي الحجاز واليم-----------------------------------------ن ثم ينتهي علي شط البحر نحو الحجاز فلا تكون بها قرية ولا مدينة سوي مواضع بها ناس مقيمون علي صيد السمك------- وشء من النخيل يسير حتي ينتهي الي تاران وجبيلات وما حاذي---- الطور الي ايلة --قلت هذا	409.0	34	2559	300	300	6483475799920701057	3964681619938681324	185	323	72.4458236694336	37	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1163	793	219	157	1557	1163	290	224	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms057	Shamela0023735-ara1.mARkdown.ms0744	1609	1547	328	لطيفة قديمة ازلية اولية جاهلية وعليها سور من البناء الاول- تركب وادي تشمس هذا المعروف بسفدد وبينها وبين البحر-------- نحو ميل ويمد س-----فدد شعبتان تقع ف-يه احداهما من بلد دنهاجه من جبلي البصرة والثانية من بلد كتامة وكلتاهما ماء كثير وفيه يحمل اهل البصرة تجاراتهم في المراكب ثم يخرجون الي البحر المحيط ويعودون الي البحر الغربي فيسيرون منه حيث شاءوا---- وبين مدينة تشمس هذه وبين مدينة البصرة دون المرحلة علي الظهر	مدينة قديمة بالمغرب ------------عليها سور من البناء القديم تركب وادي ش------------------فدد وبينها وبين البحر المغربي نحو ميل ويمد وادي شفدد شعبتين تقع اليه احداهما من بلد دنهاجة من جبلي البصرة والثانية من بلد كتامة وكلاه-ما ماء كثير وفيه يحمل اهل البصرة تجاراتهم في المراكب ثم يخرجون الي البحر المحيط ويعودون الي البحر الغربي فيسيرون---- حيث شاءوا منه وبين مدينة تشمس هذه وبين الب------صرة دون --مرحلة علي الظهر	569.0	57	744	300	300	-6798760122293315106	-5082040312868721009	265	413	79.41888427734375	50	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
94	1394	17	268	596	1591	101	299	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms058	Shamela0023735-ara1.mARkdown.ms0572	1672	1598	151	والبصرة مدينة مقتصدة عليها سور ليس بالمنيع ولها مياه عن خارجها من عيون عليها بساتين يسيرة من شرقيها ولها غلات كثيرة من القطن المحمول الي افريقية وغيرها ومن غلاتهم القمح والشعير والقطاني وسهمهم من ذلك وافر وهي خصبة كثيرة الخير حسنة الاسواق والعمارة طيبة الهواء صحيحة التربة وفيها قوم لهم خطر وميل الي السلامة والعلم ولهم محاسن في خلقهم قد عمت نساءهم ورجالهم والغالب عليهم حسن القدود والشطاط واعتدال الخلق وجمال الاطراف ويشملهم الستر والسلامة والمعروف وبين البصرة والمدينة المعروفة بالاقلام اقل من مرحلة	والبصرة مدينة مقتصدة عليها سور ليس بالمنيع ولها عيو---ن خارجها عل--------يها بساتين يسيرة واهلها ينسبون ا------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------لي السلامة والخير والجمال وطول القامة------------------------------------------------------- واعتدال الخلق وبينها ---------------------------------------وبين --------المدينة المعروفة بالاقلام اقل من مرحلة	213.5	58	572	300	300	40244035382007123	-7694499608203525240	125	502	30.079681396484375	20	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
759	911	143	173	1038	1089	194	206	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms068	Shamela0023735-ara1.mARkdown.ms0358	1643	1586	171	سمت اودغست المتقدم ذكرها في نقطة المغرب اوليل وهو علي نحر البحر واخر العمارة واو-ليل معدن الملح ببلاد المغرب بينها وبين اودغست شهر ظ ومن اوليل الي سجلماسه راجعا الي الاسلام شهر وكسر ومن سجلماسه الي لمطه معدن الدرق اللمطية عشرون يوما ومن اوليل الي لمطه معدن الدرق خمسة وعشرون ميلا	سمت اوذغست المتقدم ذكرها في نقطة المغرب اوليل وهو علي نحر البحر واخر العمارة و اوليل معدن الملح ببلاد المغرب بينها وبين اوذغست ----------------------------------------------شه--------------------------------------------------------ر ومن اوليل الي لمطة معدن الدرق خمسة وعشرون ميلا	328.0	68	358	300	300	-2473678255334578623	811745769739727660	139	280	61.07143020629883	27	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1146	432	212	76	1577	841	290	149	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms068	Shamela0023735-ara1.mARkdown.ms0477	1643	1588	266	واكثر بربر المغرب الذين من سجلماسه الي السوس واغمات وفاس الي نواحي تاهرت والي ت-نس والمسيلة وبسكره وطبنه وباغاي- الي كر-بال وازفون ونواحي بونه الي مدينة قسطنطينية الهواء وكتامة وميله وسطيف يضيفون المارة ويطعمون الطعام ويتخلق قوم منهم بخلق ذميم من بذل انفسهم لاضيافهم علي سبيل الاكرام ولا يحتشمون من ذلك و------------------------------------اكبرهم واجملهم كاصغرهم في بذله نفسه لضيفه حتي يلح به وقد جاهد علي ذلك ابو عبد الله الداعي لبعضهم الي ان بلغ بهم كل- مبلغ فما تركوه	واكثر بربر المغرب------ من سجلماسة الي السوس واغمات وفاس الي نواحي تاهرت والي تونس والمسيلة------- وطبنة وباغاية الي اكزبال وازفون ونواحي بونة الي مدينة قسطنطين-ة الهواء وكتامة وميلة وسطيف يضيفون المارة ويطعمون الطعام ويكرمون الضيف حتي باولادهم الذكور لا يمتنع---------------------------------ون من طالب البتة بل لو طلب الضيف هذا المعني من اكبرهم قدرا واكثرهم حمية وشجاعة لم يمتنع علي-------ه وقد جاهدهم------ ابو عبد الله الشيعي علي ذلك حتي-- بلغ بهم اشد مبلغ فما تركوه	406.0	68	477	300	300	-2473678255334578623	-2423311759801909267	216	471	56.475582122802734	36	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
560	128	100	23	1106	664	196	118	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms088	Shamela0023735-ara1.mARkdown.ms1975	1689	1680	435	جزيرة ------علي شكل مثلث متساوي الساقين زاويته الحادة من غربي الجزيرة طولها سبعة ايام في اربعة ايام وهي في شرقي الاندلس في لج البحر وتحاذيها من بلاد الغرب بلاد افريقية وباجة وطبرقه الي مرسي الخرز وغربيها في البحر جزيرة قرشقه------------------------------- ومن جنوب صقلية جزيرة قوسره وعلي ساحل البحر شرقيها من البر الاعظم الذي عليه قسطنطينية مدينة ريو ثم نواحي قلوريه والغالب عليها---- الجبال والقلاع والحصون واكثر ارضها مسكونة مزروعة وليس لها مدينة مشهورة معروفة غير المدينة المعروفة ببلرم---- قصبة صقليه وهي علي نحر البحر وهي----- خمس حارات متجاورة غير متباينة ببعيد مسافة وان كانت حدودها ظاهرة	جزيرة صقلية علي شكل مثلث متساوي الساقين زاويته الحادة من غربي الجزيرة طولها سبعة ايام في اربعة ايام و---في شرقي الاندلس في لج البحر وتحاذيها من بلاد الغرب بلاد افريقية وباجة وطبرقة الي مرسي الخزر وغربيها في البحر جزيرة قرشف وجزيرة سردانية من جهة جنوب قرشف ومن جنوب صقلية جزيرة قوصرة وعلي ساحل البحر شرقيها من البر الاعظم الذي عليه قسطنطينية مدينة ريو ثم نواحي قلورية والغالب علي صقلية الجبال-------- والحصون واكثر ارضها مزرعة ومدينتها ال------------مشهورة -----------------------------بلرم وهي قصبة صقلية ----علي نحر البحر والمدينة خمس نواح محدودة --غير متباينة ببع-د مسافة وحدود كل واحدة- ظاهرة	762.0	88	1975	300	300	-7771349127985092130	-8907190072294216909	354	596	72.98657989501953	68	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
548	295	107	53	858	570	168	109	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms090	Shamela0023735-ara1.mARkdown.ms0630	1558	1571	216	من مسجده في مقدار رمية سهم نحو عشرة مساجد يدركها بصري ومنها شء تجاه شء- وبينهما عرض الطريق فقط وسالت عن ذلك فاخبرت- ان القوم لشدة انتفاخ رءوسهم كان-------- يحب كل واحد منهم ان يكون له مسجد مقصور ب عليه لا يشركه فيه غير اهله وغاشيته وربما كانا اخوان منهم متلاصقة داراهما متصاقبة الحيطان وقد عمل كل واحد منهما مسجدا لنفسه	من بلرم علي مقدار رمية سهم---- عشرة مساجد بعضها--------------- تجاه بعض وبينه-ا عرض الطريق فقط فسالت عن ذلك فقيل لي ان القوم لشدة انتفاخ رءوسهم وقلة عقولهم يحب كل واحد منهم ان يكون له مسجد علي حدة----- لا يصلي- فيه غيره ومن يختص به وربما كان- اخوان و------------داراهما متلاصقت------ان وقد عمل كل واحد منهما مسجدا لنفسه	312.0	90	630	300	300	-368522025518867176	-3126607415745347835	166	320	67.5	38	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1019	603	199	120	1516	1015	300	205	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms100	Shamela0023735-ara1.mARkdown.ms2889	1516	1487	328	ووجدت بخط ابي النمر الوراق في اخبار ابي الحسين الخصيبي قال حدثني ابو خازم القاضي قال قال لي ---------------ابو الحسن بن المدبر لو عمرت مصر كلها لوفت باعمال الدنيا وقال تحتاج مصر الي ثمنية وعشرين الف الف فدان وانما يعمر منها--- الفا الف فدان قال وقال له انه كان يتقلد الدواوين بالعراق يريد ديوان المشرق والمغرب قال ولم ابت قط ليلة من الليالي وعلي عمل او بقية منه وتقلدت مصر فكنت ربما بت وقد بقي علي شء من العمل فاستتمه اذا اصبحت قال وقال له ابو خازم القاضي جبا عمرو بن العاص مصر لعمر بن الخطاب رضي الله عنه اثني عشر	وقرات بخط ابي عبد الله المرزباني-------------------------- حدثني ابو حازم القاضي قال قال لي احمد بن المدبر ابو الحسن---------- لو عمرت مصر كلها لوفت ب------الدنيا وقال لي مساحة مصر ثمانية وعشرون الف الف فدان وانما يعمل فيها في الف- الف فدان---- وقال لي كنت ا----تقلد الدواوين لا ابيت----------------------------------------- ليلة من الليالي وعلي شء من العمل---- وتقلدت مصر فكنت ربما بت و-------علي شء من العمل فاستتمه اذا اصبحت قال وقال لي ابو حازم القاضي جبي عمرو بن العاص مصر لعمر بن الخطاب رضي الله عنه اثني عشر	524.5	100	2889	300	300	6468476577422754392	-5475478863597538849	255	515	63.6893196105957	56	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1	1015	0	205	267	1285	54	260	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms101	Shamela0023735-ara1.mARkdown.ms2889	1582	1487	228	الف الف دينار فصرفه عنها عثمن بعبد ا--لله بن ابي سرح فجباها اربعة عشر الف الف دينار فقال عثم-ن لعمرو--- ابا عبد الله -علمت ان اللقحة درت بعدك ف----قال نعم ولكنها اجاعت اولادها وقال---- ابو خازم ان هذا الذي جباها عمرو وعبد الله --ابن ابي سرح انما كان من الجماجم خاصة دون الخراج وغيره	الف الف دينار فصرفه عثمان وقلدها عبد الله بن ابي سرح فجباها اربعة عشر الف الف ف------قال عثمان لعمرو يا ابا عبد الله اعلمت ان اللقحة---- بعدك درت فقال نعم ولكنها اجاعت اولادها وقال لنا ابو حازم ان هذا الذي رفعه- عمرو --بن العاص وابن ابي سرح انما كان عن الجماجم خاصة دون الخراج وغيره	389.0	101	2889	300	300	1776866029428220742	-5475478863597538849	180	283	80.56536865234375	36	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1108	1060	210	206	1445	1376	272	265	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms140	Shamela0023735-ara1.mARkdown.ms0806	1594	1554	228	الاسكندرونة الي بياس مرحلة خفيفة ومن بياس الي المصيصة مرحلتان ومن المصيصة الي عين زربة مرحلة ومن المصيصة الي اذنة مرحلة ومن اذنة الي طرسوس مرحلة ومن طرسوس ا----------------------------لي اولاس علي بحر الروم يومان ومن طرسوس الي الحوزات مرحلتان ومن طرسوس الي بياس علي بحر الروم فرسخان ومن بياس الي الكنيسة والهاروني-------ة اقل من يوم وم----------------------------ن الهارونية الي مرعش---- من ثغور الجزيرة	الاسكندر----------ية مرحل------ة ومن بياس الي المصيصة مرحلتان ومن المصيصة الي عين زربة مرحلة ومن المصيصة الي اذنة مرحلة ومن اذنة الي طرسوس --يوم ومن طرسوس الي الجوزات يومان ومن طرسوس الي اولاس علي بحر الروم يومان ومن بياس ال----------------------------------------------------------------------ي الكنيسة السوداء وهي مدينة اقل من يوم ومن بياس الي الهارونية مثله ومن الهارونية الي مرعش وهي من ثغور الجزيرة	383.0	140	806	300	300	6414431700969920460	-4329493929758214572	183	404	56.43564224243164	37	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
853	304	164	59	1554	855	294	160	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms182	Shamela0023735-ara1.mARkdown.ms1240	1585	1632	423	وليس بجميع خوزستان جبال ولا رمال الا شء يسير يتاخم نواحي تستر وجندي سابور وناحية ايذج واصبهان و---باقي خوزستان كار---------ض العراق فاما هواءها وتربتها وصحة اهلها فان مياهها طيبة عذبة جارية ولا اعرف بجميع خوزستان بلدا ماءه- من البء-ر لكثرة المياه الجارية بها واما تربتها ف---ما بعد من الدجلة الي ناحية الشمال فهو ايبس واصح وما كان الي ا---لدجلة اقرب فهو من جنس ارض البصرة في التسبخ وكذلك--- الصحة ونقاء البشرة في اهلها فيما بعد عن الدجلة واما المسرقان خاصة ففيه رطب يعرف برطب الطن ويقال ان ذلك الرطب اذا اكله الانسان وشرب عليه ماء المسرقان لم يخطءه راءحة فيه من راءحة الخمر العتيق وليس بخوزستان موضع يجمد ب فيه الماء ولا يقع فيه الثلج ولا يخلو م-------------------------------ن النخيل-------- والعلل بها كثيرة وخاصة لمن انتابها وطرا عل----يها و----ثمارهم وزروعهم ف---الغالب	وليس ب-----خوزستان جبال ولا رمال الا شء يسير يتاخم نواحي تستر وجندي-سابور وناحية ايذج واصبهان واما ارض خوزستان فاشبه شء بارض العراق و----هواء--------ها وصح----تها فان مياهها طي-----بة جارية ولا اعرف بجميع خوزستان بلدا ماءهم من الابار لكثرة المياه الجارية بها واما تربتها فان ما بعد عن دج--لة الي ناحية الشمال---- ايبس واصح وما كان قريبا من دجلة -----فهو من جنس ارض البصرة في ال-سبخ وكذلك في الصحة قال------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ وليس بخوزستان موضع يجمد في--ه الماء ويروح في--ه الثلج ولا تخلو ناحية من نواحيها المنسوب اليها من النخل وهي وخمة والعلل بها كثيرة خصوصا في الغرباء المترددين اليها واما ثمارهم وزروعهم فان الغالب	663.0	182	1240	300	300	8940527802652330295	8879374258575038609	342	774	54.651161193847656	59	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
245	966	46	180	995	1599	177	294	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms183	Shamela0023735-ara1.mARkdown.ms1240	1656	1632	398	جميع------------- هذه الكور الكبار التي تقدم ذكرها واكثر ذلك بالمسرقان ويقع اكثر-ه الي عسكر مكرم وليس بالعسكر في القصبة------------- كثير ---------سكر ولا-- بتستر ويتخذ الكثير منه بالسوس وفي ساءر المواضع للاكل من القصب ما يسد الحاجة ويزيد------------------------------------------------------------ وعندهم عامة الثمار ولا يكاد يخطءهم من الثمار غير الجوز وما لا يكون الا ببلاد الصرود واما لسانهم فان عامتهم يتكلمون بالفارسية والعربية غير ان لهم لسانا اخر خوزيا ليس بعبراني ولا سرياني ---------ولا فارسي وزيهم زي اهل العراق في الملابس من القمص والطيالسة والعماءم وفي اضعافهم من يلبس الازر والميازر والغالب علي اخلاقهم الشراسة --------------------والمنافسة فيما بينهم في اليسير من الامور والشدة والامساك والغالب علي خلقهم صفرة الالوان--------- والنحافة وخفة اللحي ووفور الشعر--------- فيهم اقل مما في غيرهم من المدن وهذه صفة -عامة----- الجروم واما ما ينتحلونه من الديانات والمذاهب فالغالب عليهم الاعتزال	جميع نواحيها ايضا قصب السكر الا ان اكثره-------------------- بالمسرقان ويرفع جميعه الي عسكر مكرم وليس في ----------قصبة عسكر مكرم شء كثير من قصب السكر وكذلك بتستر و-----------------السوس وانما يحمل اليها ا---------لقصب من نواح اخر والذي في هذه الثلاثة بلاد انما يكون بحسب الاكل لا ان يستعصر منه سكر وعندهم عامة الثمار الا-------------------------- الجوز وما لا يكون الا ببلاد الصرود واما لسانهم فان عامتهم يتكلمون بالفارسية والعربية غير ان لهم لسانا اخر خوزيا ليس بعبراني ولا سرياني ولا عربي ولا فا----------------------------------------------------------------------------------------------رسي والغالب علي اخلاق اهلها سوء الخلق والبخل المفرط والمنافسة فيما بينهم في ال----نزر الحقير---------------- والغالب علي -------------الوانهم الصفرة والنحافة وخفة اللحي ووفور الشعر والضخامة فيهم قليل--------------------- وهذه صفة لعامة بلاد الجر--------------------------------------وم والغالب عليهم الاعتزال	555.5	183	1240	300	300	2976392125625157005	8879374258575038609	321	901	44.17314147949219	50	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
587	1	108	0	782	229	145	44	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms185	Shamela0023735-ara1.mARkdown.ms1241	1658	1616	135	خوزستان---- بالبحر فيكون لها خور يخاف علي--------------------------------------- سفن البحر اذا انتهت اليه وربما غرق فيه الكثير منها وذلك لما يستجمع من مياه خوزستان بحصن مهدي في---------------------تصل بالبحر ويعرض هناك حتي ينتهي في طرفه المد والجزر و--يتسع حتي	خوزستان هذه بالبحر فيكون له- هور والهور كالنهر يند من البحر ضاربا في الارض تدخله سفن البحر اذا انتهت اليه فانه يعرض وتجتمع---------------------------- مياه خوزستان بحصن مهدي وتنفصل منه الي البحر فتتصل به---- ويعرض هناك حتي ينتهي في طرفه المد والجزر ثم يتسع حتي	186.0	185	1241	300	300	6242361606920494779	36003648955536760	106	261	51.72413635253906	20	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
643	1221	121	234	1062	1522	203	295	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms187	Shamela0023735-ara1.mARkdown.ms2335	1608	1555	238	-----تلي كرمان مما يلي المفازة وفي الحد الذي يصاقب البحر تقويس قليل من اوله الي اخره وزنقة وزاوية اخري مما يلي اصبهان وانما وقعت هاتان الزنقتان كالزاويتين--------------------------- لان من شيراز وهي واسطة فارس اليهما من المسافة نحو---- نصف ما بين -------خوزستان وبين شيراز وكذلك جروم كرمان وما في بطن هذه الصفحة صورة فارس ب ظ قد صورت فارس بحدودها ولم ات فيها برستاق لانتشار ذلك وكثرته ولا الجبال لانه ليس بفارس بلد الا وبه جبل او يكون الجبل بحيث--- تراه الا اليسير	التي تلي كرمان مما يلي المفازة وفي الحد الذي يلي-- البحر تقويس قليل من اوله الي اخره--------------------------------- وانما قلنا ان في ------------زاويتها مما يلي كرمان واصبهان زنقة لان من شيراز وهي وسط ف--ارس اليهما من المسافة نحوا من نصف ما بين شيراز وخوزستان وبين شيراز و-----جروم كرمان و--------------------------------------------------------------------------------------------------------------ليس بفارس بلد الا وبه جبل او يكون الجبل بحيث لا تراه الا اليسير	372.0	187	2335	300	300	2565119914756345377	7899318224535664788	188	465	51.182796478271484	41	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
830	772	145	150	1482	1128	262	213	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms188	Shamela0023735-ara1.mARkdown.ms2337	1693	1595	296	من علماء التناء---- يزيدون علي خمس ماءة الف بيت شعر ينتجعون المراعي في الشتاء والصيف علي مذاهب العرب ويخرج من البيت الواحد من الارباب والاجراء والرعاء والخول واتباعهم ما بين رجل واحد الي عشرة من الرجال ونحو ذلك وساذكر من اسامي احياءهم ما يحضرني ذكره علي انهم لا يتقصون في العدد الا من ديوان الصدقات واما انهارها الكبار التي تحمل السفن اذا اجريت فيها فانها نهر طاب ونهر شيرين ونهر الشاذكان ونهر درخيذ ونهر الخوبذان ونهر رس ونهر سكان ونهر جرشيق و-------------نهر كر ونهر فرواب ونهر برزه فهذه المعروفة المشهورة واما بحارها فالبحر الاعظم معروف باسمها لان بحر البصرة الي اقصي عمل الهند يعرف ببحر فارس وبحيرة البختكان وبحيرة دشت ارزن وبحيرة المور وبحيرة الجوبانان وبحر-- جنكان	من احياء الاكراد ما يزيد --علي خمس-ماءة الف بيت شعر ينتجعون المراعي في الشتاء والصيف علي مذاهب العرب وبفارس م---------------ن ال--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------انهار-- الكبار التي تحمل السفن--------------------- نهر طاب ونهر سيرين ونهر الشاذكان ونهر درخيد ونهر الخوبذان ون--------هر سكان ونهر جرس-ق ونهر الاخشين ونهر كر ونهر فرواب ونهر بيرده ولها من البحار-------------------------------------------------- ------------------------------------بحر فارس وبحيرة الب-جكان وبحيرة دشت ارزن وبحيرة التوز وبحيرة الجو--ذان وبحيرة جنكان	469.5	188	2337	300	300	-5939387798778539944	-6686633150472558373	241	671	44.11326217651367	41	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
